image_id,objects,relationships
2385340,"[{'object_id': 688608, 'name': 'door', 'bbox': [67, 231, 196, 496], 'area': 34185, 'attributes': ['white', ' closed', ' refrigerator']}, {'object_id': 688598, 'name': 'freezer', 'bbox': [3, 82, 210, 247], 'area': 34155, 'attributes': ['white', ' closed', ' upright']}, {'object_id': 688600, 'name': 'floor', 'bbox': [181, 278, 285, 499], 'area': 22984, 'attributes': ['brown', ' wooden']}, {'object_id': 688622, 'name': 'wall', 'bbox': [163, 1, 283, 149], 'area': 17760, 'attributes': ['fridge', ' white', ' closed']}, {'object_id': 688603, 'name': 'bed', 'bbox': [193, 174, 285, 299], 'area': 11500, 'attributes': ['unmade', ' messy', ' twin-sized']}]","[{'subject_id': 688607, 'object_id': 688602, 'relationships': ['on']}, {'subject_id': 688608, 'object_id': 688597, 'relationships': ['part of']}, {'subject_id': 688607, 'object_id': 688600, 'relationships': ['on']}]"
2384142,"[{'object_id': 4075638, 'name': 'jeans', 'bbox': [367, 108, 455, 185], 'area': 6776, 'attributes': ['blue']}, {'object_id': 4403825, 'name': 'jeans', 'bbox': [370, 111, 456, 177], 'area': 5676, 'attributes': ['blue', ' denim']}, {'object_id': 4075637, 'name': 'shirt', 'bbox': [361, 71, 422, 123], 'area': 3172, 'attributes': ['pink', ' short-sleeve']}]",[]
2384008,"[{'object_id': 528966, 'name': 'tent', 'bbox': [3, 54, 252, 285], 'area': 57519, 'attributes': ['yellow', ' blue', ' red', ' striped', ' canvas']}, {'object_id': 528987, 'name': 'van', 'bbox': [257, 94, 397, 234], 'area': 19600, 'attributes': ['yellow', ' old', ' vintage', ' volkswagen', ' bus']}, {'object_id': 528969, 'name': 'blanket', 'bbox': [92, 369, 228, 500], 'area': 17816, 'attributes': ['plaid', ' red', ' blue', ' yellow']}, {'object_id': 528975, 'name': 'panel', 'bbox': [10, 111, 108, 260], 'area': 14602, 'attributes': ['red', ' white', ' blue', ' striped', ' cloth', ' sewn']}, {'object_id': 528980, 'name': 'lady', 'bbox': [287, 380, 423, 471], 'area': 12376, 'attributes': ['plaid', ' red', ' blue', ' white', ' yellow', ' striped', ' denim', ' bare', ' relaxed']}]",[]
2382024,"[{'object_id': 1331974, 'name': 'truck', 'bbox': [206, 138, 353, 267], 'area': 18963, 'attributes': ['white', ' industrial', ' large']}, {'object_id': 1331996, 'name': 'stones', 'bbox': [212, 295, 345, 358], 'area': 8379, 'attributes': ['gray', ' small', ' loose']}, {'object_id': 1331978, 'name': 'wheels', 'bbox': [308, 231, 435, 296], 'area': 8255, 'attributes': ['steel', ' dirty', ' round']}, {'object_id': 1331999, 'name': 'pole', 'bbox': [92, 74, 167, 179], 'area': 7875, 'attributes': ['telephone', ' wooden', ' tall']}, {'object_id': 1331992, 'name': 'engine', 'bbox': [176, 153, 284, 223], 'area': 7560, 'attributes': ['large', ' white']}]","[{'subject_id': 1331974, 'object_id': 1331977, 'relationships': ['towing']}, {'subject_id': 1331986, 'object_id': 1331974, 'relationships': ['part of']}, {'subject_id': 1331974, 'object_id': 1331989, 'relationships': ['on', ' above']}]"
2380654,"[{'object_id': 709847, 'name': 'boat', 'bbox': [281, 117, 401, 204], 'area': 10440, 'attributes': ['red', ' docked', ' large']}, {'object_id': 709845, 'name': 'boat', 'bbox': [169, 156, 278, 203], 'area': 5123, 'attributes': ['white', ' small', ' docked']}, {'object_id': 709848, 'name': 'sky', 'bbox': [168, 16, 222, 53], 'area': 1998, 'attributes': ['blue', ' cloudy']}, {'object_id': 709844, 'name': 'water', 'bbox': [113, 228, 148, 252], 'area': 840, 'attributes': ['calm', ' still', ' dark']}, {'object_id': 709846, 'name': 'van', 'bbox': [88, 143, 119, 164], 'area': 651, 'attributes': ['red', ' white', ' blue', ' docked', ' wooden']}]",[]
2380280,"[{'object_id': 546477, 'name': 'seagull', 'bbox': [150, 114, 415, 241], 'area': 33655, 'attributes': ['white', ' flying']}, {'object_id': 546483, 'name': 'wing', 'bbox': [151, 128, 272, 219], 'area': 11011, 'attributes': ['white', ' spread']}, {'object_id': 546480, 'name': 'water', 'bbox': [49, 48, 87, 88], 'area': 1520, 'attributes': ['seagull', ' white', ' flying']}, {'object_id': 546482, 'name': 'tip', 'bbox': [387, 125, 414, 157], 'area': 864, 'attributes': ['seagull', ' flying', ' white']}, {'object_id': 546484, 'name': 'head', 'bbox': [288, 208, 311, 232], 'area': 552, 'attributes': ['white', ' flying', ' seagull']}]","[{'subject_id': 546477, 'object_id': 546481, 'relationships': ['part of']}, {'subject_id': 546480, 'object_id': 546477, 'relationships': ['above']}, {'subject_id': 546477, 'object_id': 546480, 'relationships': ['above', ' near']}, {'subject_id': 546477, 'object_id': 546483, 'relationships': ['part of']}, {'subject_id': 546477, 'object_id': 546479, 'relationships': ['part of']}]"
2379926,"[{'object_id': 549218, 'name': 'foods', 'bbox': [59, 84, 469, 300], 'area': 88560, 'attributes': ['delicious', ' cheesy', ' round']}, {'object_id': 549210, 'name': 'food', 'bbox': [39, 121, 260, 304], 'area': 40443, 'attributes': ['Chicago-style', ' deep-dish']}, {'object_id': 549197, 'name': 'fork', 'bbox': [292, 102, 362, 324], 'area': 15540, 'attributes': ['rusty', ' dirty', ' bent']}, {'object_id': 549199, 'name': 'knife', 'bbox': [379, 60, 462, 203], 'area': 11869, 'attributes': ['rusty', ' dirty', ' sharp']}, {'object_id': 549219, 'name': 'dish', 'bbox': [50, 60, 264, 109], 'area': 10486, 'attributes': ['Chicago-style', ' deep dish', ' pizza']}]",[]
2377915,"[{'object_id': 3673632, 'name': 'tower', 'bbox': [0, 38, 373, 497], 'area': 171207, 'attributes': ['tall', ' brick', ' gothic', ' clock']}, {'object_id': 2681367, 'name': 'church tower', 'bbox': [25, 36, 366, 456], 'area': 143220, 'attributes': ['tall', ' brick', ' gothic']}, {'object_id': 2578708, 'name': 'archway', 'bbox': [150, 289, 226, 497], 'area': 15808, 'attributes': ['ornate', ' gothic', ' tall']}, {'object_id': 1965471, 'name': 'brick work', 'bbox': [0, 339, 70, 499], 'area': 11200, 'attributes': ['ornate', ' gothic', ' red']}, {'object_id': 2132805, 'name': 'paintings', 'bbox': [141, 149, 270, 229], 'area': 10320, 'attributes': ['colorful', ' fresco', ' large', ' high']}]","[{'subject_id': 3673633, 'object_id': 3673634, 'relationships': ['looking at', ' near', ' under']}, {'subject_id': 3673634, 'object_id': 3673632, 'relationships': ['on']}]"
2376714,"[{'object_id': 3839578, 'name': 'trees', 'bbox': [218, 0, 402, 183], 'area': 33672, 'attributes': ['young', ' male', ' athletic', ' airborne', ' skateboarding']}, {'object_id': 2156535, 'name': 'skateboard railing', 'bbox': [74, 278, 454, 329], 'area': 19380, 'attributes': ['metal', ' round', ' horizontal']}, {'object_id': 1976668, 'name': 'rail', 'bbox': [75, 281, 450, 331], 'area': 18750, 'attributes': ['metal', ' gray', ' long']}, {'object_id': 3839569, 'name': 'shirt', 'bbox': [102, 44, 194, 139], 'area': 8740, 'attributes': ['plaid', ' untucked']}, {'object_id': 1806034, 'name': 'shirt', 'bbox': [86, 29, 174, 119], 'area': 7920, 'attributes': ['plaid', ' untucked']}]",[]
2375013,"[{'object_id': 724044, 'name': 'woman', 'bbox': [130, 125, 334, 457], 'area': 67728, 'attributes': ['woman: smiling', ' holding toothbrush', ' black-haired']}, {'object_id': 724048, 'name': 'shower', 'bbox': [219, 41, 364, 238], 'area': 28565, 'attributes': ['tiled', ' glass', ' frosted']}, {'object_id': 724046, 'name': 'shirt', 'bbox': [108, 295, 265, 421], 'area': 19782, 'attributes': ['black', ' tank']}, {'object_id': 724045, 'name': 'brush', 'bbox': [60, 149, 108, 226], 'area': 3696, 'attributes': ['toothbrush', ' blue', ' held']}, {'object_id': 724049, 'name': 'wall', 'bbox': [279, 7, 323, 40], 'area': 1452, 'attributes': ['beige', ' tiled', ' bathroom']}]","[{'subject_id': 724044, 'object_id': 724048, 'relationships': ['in']}, {'subject_id': 724044, 'object_id': 724045, 'relationships': ['holding']}, {'subject_id': 724044, 'object_id': 724046, 'relationships': ['wearing']}]"
2372115,"[{'object_id': 593870, 'name': 'scene', 'bbox': [1, 1, 500, 332], 'area': 165169, 'attributes': ['man', ' athletic', ' focused', ' playing']}, {'object_id': 593857, 'name': 'grass', 'bbox': [12, 136, 497, 332], 'area': 95060, 'attributes': ['green', ' long', ' thick']}, {'object_id': 593863, 'name': 'jersey', 'bbox': [205, 49, 364, 153], 'area': 16536, 'attributes': ['red', ' short-sleeve']}, {'object_id': 593872, 'name': 'fence', 'bbox': [398, 7, 490, 157], 'area': 13800, 'attributes': ['wood', ' brown', ' wooden']}, {'object_id': 593860, 'name': 'shorts', 'bbox': [257, 127, 377, 228], 'area': 12120, 'attributes': ['black', ' athletic', ' short']}]","[{'subject_id': 593859, 'object_id': 593860, 'relationships': ['on', ' inside', ' part of']}, {'subject_id': 593872, 'object_id': 593857, 'relationships': ['next to']}, {'subject_id': 593869, 'object_id': 593868, 'relationships': ['worn on']}, {'subject_id': 593871, 'object_id': 593865, 'relationships': ['holding', ' throwing']}, {'subject_id': 593862, 'object_id': 593863, 'relationships': ['worn on']}, {'subject_id': 593858, 'object_id': 593857, 'relationships': ['on', ' in']}]"
2366717,"[{'object_id': 626503, 'name': 'room', 'bbox': [2, 4, 497, 371], 'area': 181665, 'attributes': ['wii', ' active', ' fun']}, {'object_id': 626473, 'name': 'person', 'bbox': [116, 130, 246, 350], 'area': 28600, 'attributes': ['person: blue', ' standing', ' holding', ' pink']}, {'object_id': 626483, 'name': 'man', 'bbox': [408, 100, 500, 374], 'area': 25208, 'attributes': ['man', ' standing', ' tall', ' brown-haired', ' wearing a jacket']}, {'object_id': 626472, 'name': 'screen', 'bbox': [173, 17, 304, 136], 'area': 15589, 'attributes': ['wii', ' projected']}, {'object_id': 626508, 'name': 'jacket', 'bbox': [400, 93, 499, 240], 'area': 14553, 'attributes': ['brown', ' corduroy']}]","[{'subject_id': 626494, 'object_id': 626488, 'relationships': ['with', ' near']}, {'subject_id': 626473, 'object_id': 626474, 'relationships': ['wearing']}, {'subject_id': 626487, 'object_id': 626491, 'relationships': ['near']}, {'subject_id': 626473, 'object_id': 626477, 'relationships': ['wearing']}]"
2365475,"[{'object_id': 633951, 'name': 'player', 'bbox': [105, 51, 224, 267], 'area': 25704, 'attributes': ['player: swinging', ' focused', ' determined']}, {'object_id': 633961, 'name': 'fans', 'bbox': [136, 28, 408, 74], 'area': 12512, 'attributes': ['cheering', ' excited', ' happy']}, {'object_id': 633974, 'name': 'people', 'bbox': [355, 35, 491, 124], 'area': 12104, 'attributes': ['watching', ' cheering', ' attentive']}, {'object_id': 633953, 'name': 'catcher', 'bbox': [323, 153, 418, 269], 'area': 11020, 'attributes': ['catcher: crouched', ' focused', ' protective']}, {'object_id': 633963, 'name': 'umpire', 'bbox': [392, 131, 476, 249], 'area': 9912, 'attributes': ['human', ' male', ' umpire', ' concentrated', ' focused']}]","[{'subject_id': 633958, 'object_id': 633952, 'relationships': ['holding', ' swinging']}, {'subject_id': 633970, 'object_id': 633963, 'relationships': ['worn by']}, {'subject_id': 633951, 'object_id': 633952, 'relationships': ['holding']}]"
2364737,"[{'object_id': 2741706, 'name': 'snow', 'bbox': [1, 114, 333, 498], 'area': 127488, 'attributes': ['white', ' glistening', ' cold']}, {'object_id': 3609981, 'name': 'jacket', 'bbox': [50, 133, 289, 420], 'area': 68593, 'attributes': ['red', ' puffy', ' zippered']}, {'object_id': 3382061, 'name': ""woman's snowjacket"", 'bbox': [65, 133, 279, 416], 'area': 60562, 'attributes': ['red', ' puffy', ' zippered', ' hooded']}, {'object_id': 3226475, 'name': 'jacket', 'bbox': [64, 136, 279, 415], 'area': 59985, 'attributes': ['red', ' puffy', ' winter', ' warm']}, {'object_id': 2090104, 'name': 'jacket', 'bbox': [73, 154, 302, 395], 'area': 55189, 'attributes': ['red', ' puffy', ' winter', ' warm']}]",[]
2363380,"[{'object_id': 2274355, 'name': 'white plate', 'bbox': [0, 0, 498, 280], 'area': 139440, 'attributes': ['rectangular', ' yellow', ' coconut']}, {'object_id': 1702042, 'name': 'plate', 'bbox': [9, 8, 499, 278], 'area': 132300, 'attributes': ['rectangular', ' coconut', ' custard', ' flaky']}, {'object_id': 1702043, 'name': 'napkin', 'bbox': [4, 3, 474, 278], 'area': 129250, 'attributes': ['moist', ' yellow', ' frosted', ' rectangular']}, {'object_id': 1696164, 'name': 'cake', 'bbox': [12, 3, 427, 278], 'area': 114125, 'attributes': ['rectangular', ' yellow', ' coconut']}, {'object_id': 2306465, 'name': 'bar', 'bbox': [13, 7, 416, 260], 'area': 101959, 'attributes': ['rectangular', ' yellow', ' coconut', ' layered']}]","[{'subject_id': 3746073, 'object_id': 1696164, 'relationships': ['part of']}, {'subject_id': 1702042, 'object_id': 2306465, 'relationships': ['on', ' above']}, {'subject_id': 1722013, 'object_id': 1702042, 'relationships': ['on', ' above']}, {'subject_id': 1696164, 'object_id': 1702043, 'relationships': ['on', ' above']}, {'subject_id': 1702043, 'object_id': 1702042, 'relationships': ['on', ' next to']}, {'subject_id': 1696164, 'object_id': 1702042, 'relationships': ['on', ' above']}]"
2361014,"[{'object_id': 784628, 'name': 'deck', 'bbox': [1, 28, 330, 498], 'area': 154630, 'attributes': ['boy', ' small', ' standing', ' wet', ' holding', ' umbrella']}, {'object_id': 784625, 'name': 'umbrella', 'bbox': [18, 117, 323, 297], 'area': 54900, 'attributes': ['beige', ' blue', ' gray', ' striped', ' open']}, {'object_id': 784636, 'name': 'shirt', 'bbox': [142, 224, 232, 320], 'area': 8640, 'attributes': ['blue', ' short-sleeve']}, {'object_id': 784634, 'name': 'shorts', 'bbox': [144, 305, 230, 386], 'area': 6966, 'attributes': ['blue', ' jean', ' short']}, {'object_id': 784626, 'name': 'siding', 'bbox': [4, 2, 166, 35], 'area': 5346, 'attributes': ['The specified object is a boy holding an umbrella.\n\nThe adjectives that could be used to describe the boy are:\nsmall', ' young', ' male', ' wet', ' barefoot', ' striped', ' colorful', ' curious', ' innocent', ' playful', ' happy', ' joyful', ' carefree', ' imaginative', ' creative', ' thoughtful', ' kind', ' loving', ' caring', ' helpful', ' polite', ' well-behaved', ' respectful', ' responsible', ' trustworthy', ' honest', ' loyal', ' friendly', ' outgoing', ' talkative', ' chatty', ' inquisitive', ' interested', ' engaged', ' focused', ' attentive', ' concentrated', ' determined', ' persistent', ' hardworking', ' diligent', ' studious', ' intelligent', ' smart', ' clever', ' wise', ' knowledgeable', ' experienced', ' skilled', ' talented', ' gifted', ' artistic', ' creative', ' imaginative', ' musical', ' athletic', ' sporty', ' adventurous', ' daring', ' brave', ' courageous', ' fearless', ' strong', ' powerful', ' healthy', ' fit', ' well-built', ' muscular', ' agile', ' coordinated', ' graceful', ' elegant', ' poised', ' graceful', ' refined', ' sophisticated', ' charming', ' attractive', ' beautiful', ' handsome', ' cute', ' adorable', ' lovable', ' huggable', ' kissable', ' cuddly', ' warm', ' fuzzy', ' soft', ' silky', ' smooth', ' velvety', ' downy', ' feathery', ' light', ' airy', ' fluffy', ' puffy', ' billowy', ' voluminous', ' expansive', ' vast', ' infinite', ' endless', ' eternal', ' everlasting', ' immortal', ' timeless', ' ageless', ' changeless', ' immutable', ' permanent', ' fixed', ' stable', ' solid', ' secure', ' safe', ' reliable', ' dependable', ' trustworthy', ' faithful', ' loyal', ' devoted', ' committed', ' dedicated', ' passionate', ' enthusiastic', ' zealous', ' fervent', ' ardent', ' intense', ' fiery', ' passionate', ' burning', ' hot', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking', ' roasting', ' frying', ' grilling', ' broiling', ' searing', ' scorching', ' scalding', ' boiling', ' bubbling', ' simmering', ' stewing', ' baking']}]","[{'subject_id': 784640, 'object_id': 784634, 'relationships': ['worn with']}, {'subject_id': 784643, 'object_id': 784625, 'relationships': ['held by']}]"
2360408,"[{'object_id': 2587975, 'name': 'tower', 'bbox': [53, 27, 285, 475], 'area': 103936, 'attributes': ['tall', ' clock', ' church']}, {'object_id': 1976648, 'name': 'building', 'bbox': [63, 19, 278, 460], 'area': 94815, 'attributes': ['beige', ' clock tower', ' tall']}, {'object_id': 1672933, 'name': 'doorway', 'bbox': [117, 303, 180, 454], 'area': 9513, 'attributes': ['arched', ' wooden', ' ornate']}, {'object_id': 1921504, 'name': 'clock', 'bbox': [111, 83, 205, 171], 'area': 8272, 'attributes': ['white', ' round', ' large', ' tower']}, {'object_id': 2695016, 'name': 'clock', 'bbox': [115, 83, 209, 167], 'area': 7896, 'attributes': ['round', ' tower', ' large']}]","[{'subject_id': 3761434, 'object_id': 1921504, 'relationships': ['part of']}, {'subject_id': 1672934, 'object_id': 1672933, 'relationships': ['below', ' leads to']}, {'subject_id': 1784001, 'object_id': 3761431, 'relationships': ['above']}, {'subject_id': 1921504, 'object_id': 1976648, 'relationships': ['on', ' above', ' part of']}, {'subject_id': 3761435, 'object_id': 1921504, 'relationships': ['inside']}, {'subject_id': 1672935, 'object_id': 1672933, 'relationships': ['below']}]"
2357027,"[{'object_id': 1775616, 'name': 'snow', 'bbox': [1, 23, 498, 331], 'area': 153076, 'attributes': ['cold', ' white', ' powdery', ' glistening', ' bright']}, {'object_id': 2533611, 'name': 'trees', 'bbox': [5, 19, 201, 191], 'area': 33712, 'attributes': ['snowy', ' steep', ' white']}, {'object_id': 1682199, 'name': 'snow suit', 'bbox': [243, 158, 337, 278], 'area': 11280, 'attributes': ['The specified object is a person in a snow suit. The person is snowboarding down a snowy mountain. The snow suit is white and black. The person is wearing a helmet and goggles. The helmet is black and the goggles are yellow. The person is also wearing a backpack. The backpack is black.']}, {'object_id': 2153569, 'name': 'gray snow', 'bbox': [42, 109, 118, 250], 'area': 10716, 'attributes': ['gray', ' soft', ' powdery']}, {'object_id': 2675000, 'name': 'coat', 'bbox': [242, 161, 332, 261], 'area': 9000, 'attributes': ['white', ' puffy', ' warm']}]",[]
2356243,"[{'object_id': 822348, 'name': 'sign', 'bbox': [95, 80, 362, 243], 'area': 43521, 'attributes': ['sign: red', ' white', ' blue', ' faded', ' weathered']}, {'object_id': 822355, 'name': 'lamp post', 'bbox': [245, 42, 376, 106], 'area': 8384, 'attributes': ['silver', ' tall', ' round', ' street']}, {'object_id': 822358, 'name': 'logo', 'bbox': [122, 131, 167, 206], 'area': 3375, 'attributes': ['blue', ' white', ' red', ' no-parking']}, {'object_id': 822362, 'name': 'building', 'bbox': [407, 14, 468, 68], 'area': 3294, 'attributes': ['tall', ' brick', ' old']}, {'object_id': 822360, 'name': 'pole', 'bbox': [154, 268, 195, 336], 'area': 2788, 'attributes': ['metal', ' round', ' gray']}]","[{'subject_id': 822367, 'object_id': 822348, 'relationships': ['on', ' covering']}, {'subject_id': 822348, 'object_id': 822361, 'relationships': ['covering']}, {'subject_id': 822360, 'object_id': 822348, 'relationships': ['below', ' supporting']}, {'subject_id': 822356, 'object_id': 822355, 'relationships': ['above', ' on', ' near']}]"
2355085,"[{'object_id': 4311327, 'name': 'bird', 'bbox': [36, 79, 288, 478], 'area': 100548, 'attributes': ['brown', ' ruffled', ' sitting']}, {'object_id': 4311381, 'name': 'chair', 'bbox': [12, 98, 312, 419], 'area': 96300, 'attributes': ['brown', ' ruffled', ' alert']}, {'object_id': 4311320, 'name': 'seat', 'bbox': [0, 296, 267, 499], 'area': 54201, 'attributes': ['brown', ' ruffled', ' perched']}, {'object_id': 4311321, 'name': 'feathers', 'bbox': [42, 162, 232, 400], 'area': 45220, 'attributes': ['brown', ' soft', ' long', ' kiwi']}, {'object_id': 4311322, 'name': 'car', 'bbox': [2, 0, 305, 126], 'area': 38178, 'attributes': ['The kea is a large', ' green parrot with a distinctive curved beak. It is found only in New Zealand. The kea is a very curious and playful bird', ' and it is often seen investigating new objects. It is also known for its mischievous behavior', ' and it has been known to steal food from people and even damage cars.']}]","[{'subject_id': 4311351, 'object_id': 4311327, 'relationships': ['part of']}, {'subject_id': 4311363, 'object_id': 4311327, 'relationships': ['part of']}, {'subject_id': 4311327, 'object_id': 4311329, 'relationships': ['on', ' above']}, {'subject_id': 4311375, 'object_id': 4311327, 'relationships': ['part of']}, {'subject_id': 4311376, 'object_id': 4311327, 'relationships': ['part of']}, {'subject_id': 4311360, 'object_id': 4311327, 'relationships': ['part of']}, {'subject_id': 4311372, 'object_id': 4311327, 'relationships': ['part of']}]"
2354973,"[{'object_id': 2415794, 'name': 'legs', 'bbox': [280, 41, 481, 373], 'area': 66732, 'attributes': ['hairy', ' pale']}, {'object_id': 1854344, 'name': 'legs', 'bbox': [290, 42, 480, 303], 'area': 49590, 'attributes': ['hairy', ' crossed']}, {'object_id': 2527195, 'name': 'cat', 'bbox': [115, 143, 336, 364], 'area': 48841, 'attributes': ['orange', ' small', ' furry']}, {'object_id': 2587097, 'name': 'trousers', 'bbox': [285, 145, 493, 301], 'area': 32448, 'attributes': ['black', ' wool', ' wrinkled']}, {'object_id': 1677347, 'name': 'pants', 'bbox': [292, 146, 481, 303], 'area': 29673, 'attributes': ['black', ' dress']}]","[{'subject_id': 3775820, 'object_id': 1774296, 'relationships': ['on', ' in', ' part of']}, {'subject_id': 3775822, 'object_id': 3775823, 'relationships': ['on', ' touching']}]"
2354162,"[{'object_id': 2547769, 'name': 'player', 'bbox': [105, 20, 405, 351], 'area': 99300, 'attributes': ['male', ' baseball', ' player', ' throwing', ' right-handed']}, {'object_id': 1918011, 'name': 'uniform', 'bbox': [124, 133, 344, 420], 'area': 63140, 'attributes': ['blue', ' white', ' baseball']}, {'object_id': 1974431, 'name': 'pants', 'bbox': [156, 343, 410, 420], 'area': 19558, 'attributes': ['grey', ' baseball']}, {'object_id': 2188133, 'name': 'glove', 'bbox': [15, 269, 149, 372], 'area': 13802, 'attributes': ['brown', ' baseball']}, {'object_id': 2431118, 'name': 'glove', 'bbox': [30, 261, 145, 378], 'area': 13455, 'attributes': ['brown', ' baseball', ' worn']}]",[]
2354132,"[{'object_id': 3425237, 'name': 'snowy slope', 'bbox': [0, 147, 499, 373], 'area': 112774, 'attributes': ['steep', ' snowy']}, {'object_id': 2998086, 'name': 'flag', 'bbox': [331, 200, 498, 372], 'area': 28724, 'attributes': ['red', ' triangular', ' nylon']}, {'object_id': 2469765, 'name': 'blue triangle', 'bbox': [113, 93, 230, 221], 'area': 14976, 'attributes': ['blue', ' triangular', ' nylon', ' course-marking']}, {'object_id': 2469088, 'name': 'sky', 'bbox': [253, 30, 410, 100], 'area': 10990, 'attributes': ['blue', ' clear']}, {'object_id': 1940588, 'name': 'lettering', 'bbox': [128, 114, 219, 209], 'area': 8645, 'attributes': ['blue', ' white', ' triangular']}]",[]
2353258,"[{'object_id': 2121778, 'name': 'table', 'bbox': [3, 2, 361, 494], 'area': 176136, 'attributes': ['fried', ' crispy', ' golden']}, {'object_id': 1798338, 'name': 'white plate', 'bbox': [2, 148, 362, 497], 'area': 125640, 'attributes': ['fried', ' crispy', ' chicken', ' 2 pieces', ' with sauce']}, {'object_id': 2573249, 'name': 'breast', 'bbox': [26, 167, 284, 485], 'area': 82044, 'attributes': ['fried', ' chicken']}, {'object_id': 3780557, 'name': 'chicken', 'bbox': [43, 213, 250, 436], 'area': 46161, 'attributes': ['fried', ' crispy']}, {'object_id': 2567784, 'name': 'meat', 'bbox': [48, 259, 267, 453], 'area': 42486, 'attributes': ['fried', ' crispy', ' chicken']}]",[]
2352999,"[{'object_id': 2471988, 'name': 'cloud', 'bbox': [4, 0, 345, 227], 'area': 77407, 'attributes': ['wispy', ' white', ' thin', ' cirrus']}, {'object_id': 1933721, 'name': 'clouds', 'bbox': [0, 2, 349, 222], 'area': 76780, 'attributes': ['wispy', ' white', ' thin', ' cirrus']}, {'object_id': 2257557, 'name': 'umbrella', 'bbox': [145, 7, 499, 188], 'area': 64074, 'attributes': ['pink', ' yellow', ' beach']}, {'object_id': 1877215, 'name': 'umbrella', 'bbox': [148, 1, 495, 146], 'area': 50315, 'attributes': ['pink', ' yellow', ' beach']}, {'object_id': 2671411, 'name': 'cloth', 'bbox': [384, 18, 498, 120], 'area': 11628, 'attributes': ['pink', ' cloth']}]",[]
